Name,Year,Site,Transect,Quadrat,Point,Row,Column,Label,Functional Group
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,1,871,1336,SHAD,TWS
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,2,1287,2325,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,3,1351,2552,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,4,904,1350,SHAD,TWS
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,5,1362,3032,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,6,1519,2285,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,7,1535,1802,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,8,840,2166,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,9,2608,1457,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,10,726,1947,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,11,2615,1489,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,12,755,1537,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,13,2308,2648,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,14,651,2804,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,15,798,2254,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,16,1451,2006,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,17,2391,1627,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,18,775,1806,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,19,2373,1739,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,20,1791,2751,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,21,996,2028,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,22,1730,3151,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,23,1731,2515,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,24,2653,1128,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,25,1274,1980,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,26,2511,2688,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,27,791,2979,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,28,311,2017,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,29,337,3267,ARC,SUB
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,30,758,2911,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,31,2004,1478,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,32,1445,3188,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,33,605,2812,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,34,1668,1177,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,35,2204,2527,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,36,1557,2425,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,37,1292,1175,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,38,2303,3140,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,39,1912,3042,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,40,1779,2486,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,41,1303,2768,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,42,2031,3185,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,43,2336,1143,ARC,SUB
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,44,964,2090,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,45,1039,2768,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,46,1272,1054,ARC,SUB
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,47,672,2515,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,48,2298,1656,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,49,1223,1405,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,50,2306,2068,TFL,TURF
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,1,696,3026,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,2,1875,1419,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,3,920,963,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,4,912,1020,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,5,606,2839,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,6,929,2120,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,7,2375,2116,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,8,2175,1881,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,9,2274,2053,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,10,728,825,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,11,1577,1786,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,12,637,2659,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,13,819,2586,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,14,472,2729,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,15,1652,1626,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,16,1824,1800,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,17,2482,2697,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,18,824,2501,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,19,1166,1863,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,20,2450,894,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,21,2592,946,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,22,1873,2330,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,23,2474,2478,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,24,1359,933,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,25,647,1007,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,26,518,1484,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,27,1550,1896,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,28,1284,2916,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,29,554,2738,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,30,763,2989,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,31,338,1594,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,32,2551,2597,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,33,2543,2388,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,34,1465,1240,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,35,1842,1997,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,36,2495,2414,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,37,508,2567,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,38,1868,2004,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,39,1756,1112,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,40,1554,3029,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,41,2229,3073,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,42,1747,2380,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,43,2496,1296,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,44,1042,1672,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,45,1207,1131,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,46,2615,2648,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,47,1283,2827,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,48,906,1902,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,49,1193,2500,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,50,1486,3008,ARC,SUB
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,1,2058,2854,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,2,1737,1311,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,3,1345,1102,ARC,SUB
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,4,825,1725,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,5,2190,952,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,6,2596,2768,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,7,379,1910,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,8,2214,2323,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,9,1482,2554,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,10,1984,883,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,11,2557,1142,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,12,837,3064,SHAD,TWS
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,13,1280,2039,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,14,1802,2514,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,15,1385,3121,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,16,1830,2527,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,17,1695,2806,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,18,1890,1846,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,19,1237,2589,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,20,1774,2739,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,21,844,1046,ARC,SUB
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,22,332,1367,SHAD,TWS
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,23,1173,2494,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,24,326,2278,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,25,2183,1722,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,26,477,2548,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,27,628,2427,SHAD,TWS
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,28,1989,3051,CNA/CC,MCR
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,29,955,1588,TFL,TURF
