Name,Year,Site,Transect,Quadrat,Point,Row,Column,Label,Functional Group
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,33,1560,1007,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,34,1667,2409,TFL,TURF
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,35,1625,2767,TFL,TURF
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,36,459,1408,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,37,2613,1077,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,38,289,2614,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,39,950,2497,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,40,833,2878,ARC,SUB
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,41,919,1928,TCC,TURF
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,42,1859,2028,TFL,TURF
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,43,2401,2635,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,44,2370,2885,TFL,TURF
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,45,1420,2902,TFL,TURF
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,46,995,1132,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,47,1175,2506,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,48,2367,2379,ZOS,ZOANT
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,49,2353,1215,CNA/CC,MCR
AN_2014_fechada_t2_q (10).JPG,2014,Âncoras,2,10,50,2120,1507,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,1,689,2327,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,2,841,874,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,3,999,2033,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,4,293,1736,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,5,2271,1400,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,6,655,2514,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,7,1555,2442,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,8,421,1976,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,9,1867,2734,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,10,2081,2124,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,11,351,2841,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,12,726,2409,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,13,1138,2985,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,14,1728,1882,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,15,2508,2495,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,16,2005,2411,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,17,2685,2639,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,18,2465,2977,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,19,1416,2842,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,20,1958,1745,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,21,2489,1980,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,22,1769,1649,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,23,2136,1509,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,24,1175,825,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,25,1541,1136,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,26,1673,1215,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,27,976,3150,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,28,1726,2567,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,29,2520,1259,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,30,1573,2398,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,31,2629,2852,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,32,2464,2284,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,33,2154,1044,TCC,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,34,428,2413,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,35,2291,2629,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,36,1237,2660,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,37,556,1970,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,38,1252,1181,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,39,1448,1676,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,40,1938,1398,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,41,1547,1321,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,42,1064,1310,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,43,448,3240,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,44,1280,2967,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,45,1827,2886,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,46,2079,2692,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,47,445,2530,ARC,SUB
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,48,1585,2496,ZOS,ZOANT
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,49,267,1332,TFL,TURF
AN_2014_fechada_t2_q (1).JPG,2014,Âncoras,2,1,50,971,1711,ZOS,ZOANT
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,1,1798,2143,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,2,588,1100,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,3,600,1998,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,4,2316,1953,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,5,2410,1425,TCC,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,6,2226,1136,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,7,1795,2692,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,8,1710,907,CNA/CC,MCR
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,9,2041,2562,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,10,1774,977,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,11,843,2597,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,12,2305,1154,SID,CORAL
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,13,2051,2070,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,14,1078,1867,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,15,2212,1380,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,16,1302,1391,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,17,710,1844,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,18,2500,1199,SID,CORAL
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,19,2223,1632,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,20,1725,3061,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,21,655,2404,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,22,2411,2435,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,23,2461,2705,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,24,2110,1637,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,25,2463,1817,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,26,1673,2906,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,27,2600,1067,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,28,436,2152,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,29,1161,2384,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,30,1697,1552,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,31,1523,1155,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,32,2139,2452,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,33,2148,885,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,34,1191,2301,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,35,1884,1407,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,36,1815,3131,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,37,1041,3041,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,38,506,1010,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,39,2061,2842,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,40,319,1254,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,41,2522,1990,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,42,1738,3147,CNA/CC,MCR
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,43,1847,2065,TFL,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,44,1776,3043,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,45,1674,2847,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,46,1756,1294,TCC,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,47,2633,1023,TCC,TURF
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,48,1785,3029,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,49,1814,2442,ARC,SUB
AN_2014_fechada_t2_q (2).JPG,2014,Âncoras,2,2,50,303,1534,ARC,SUB
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,1,870,1336,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,2,1287,2325,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,3,1351,2552,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,4,904,1350,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,5,1362,3031,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,6,1519,2285,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,7,1534,1801,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,8,840,2166,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,9,2607,1457,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,10,725,1947,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,11,2615,1489,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,12,754,1537,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,13,2307,2647,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,14,650,2804,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,15,797,2254,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,16,1450,2006,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,17,2391,1626,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,18,775,1805,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,19,2372,1739,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,20,1790,2750,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,21,996,2027,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,22,1730,3150,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,23,1731,2514,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,24,2652,1128,ZOS,ZOANT
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,25,1273,1979,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,26,2511,2688,CNA/CC,MCR
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,27,791,2978,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,28,311,2016,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,29,336,3267,CNA/CC,MCR
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,30,758,2911,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,31,2003,1478,ZOS,ZOANT
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,32,1445,3188,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,33,604,2812,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,34,1668,1177,ZOS,ZOANT
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,35,2203,2527,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,36,1557,2424,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,37,1292,1174,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,38,2302,3139,ARC,SUB
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,39,1912,3042,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,40,1779,2485,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,41,1303,2767,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,42,2031,3185,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,43,2335,1143,ARC,SUB
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,44,963,2089,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,45,1038,2768,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,46,1272,1053,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,47,671,2514,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,48,2298,1655,TCC,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,49,1222,1404,TFL,TURF
AN_2014_fechada_t2_q (3).JPG,2014,Âncoras,2,3,50,2305,2068,TFL,TURF
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,1,695,3026,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,2,1874,1419,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,3,920,962,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,4,912,1020,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,5,606,2839,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,6,928,2119,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,7,2374,2116,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,8,2174,1881,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,9,2274,2053,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,10,728,824,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,11,1576,1785,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,12,637,2658,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,13,818,2586,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,14,472,2728,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,15,1652,1625,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,16,1823,1799,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,17,2482,2697,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,18,823,2501,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,19,1166,1863,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,20,2450,893,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,21,2591,946,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,22,1872,2329,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,23,2474,2477,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,24,1359,933,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,25,646,1007,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,26,518,1484,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,27,1549,1896,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,28,1284,2915,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,29,553,2737,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,30,762,2988,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,31,337,1593,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,32,2550,2597,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,33,2542,2387,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,34,1464,1240,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,35,1842,1996,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,36,2495,2413,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,37,507,2566,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,38,1868,2003,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,39,1755,1112,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,40,1554,3029,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,41,2228,3073,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,42,1747,2379,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,43,2496,1296,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,44,1041,1672,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,45,1206,1131,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,46,2615,2647,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,47,1282,2827,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,48,905,1902,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,49,1192,2500,ARC,SUB
AN_2014_fechada_t2_q (4).JPG,2014,Âncoras,2,4,50,1485,3008,ARC,SUB
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,1,2058,2853,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,2,1737,1310,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,3,1345,1102,ARC,SUB
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,4,824,1724,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,5,2190,951,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,6,2595,2768,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,7,378,1910,CNA/CC,MCR
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,8,2214,2322,ZOS,ZOANT
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,9,1481,2553,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,10,1984,883,ZOS,ZOANT
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,11,2556,1142,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,12,837,3063,SHAD,TWS
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,13,1279,2039,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,14,1802,2514,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,15,1385,3120,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,16,1829,2526,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,17,1694,2806,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,18,1890,1845,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,19,1237,2588,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,20,1773,2739,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,21,843,1045,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,22,332,1366,ARC,SUB
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,23,1172,2494,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,24,325,2277,TCC,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,25,2182,1721,TFL,TURF
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,26,477,2547,CNA/CC,MCR
AN_2014_fechada_t2_q (5).JPG,2014,Âncoras,2,5,27,628,2426,CNA/CC,MCR
